"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.781,
"SWE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",5.767,
"SWE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",5.721,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.073,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",13.239,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",13.328,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",13.989,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",12.882,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",12.64,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.748,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",11.739,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.733,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",9.986,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.291,
"CHE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.044,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.764,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",13.24,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",12.388,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",12.951,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",11.389,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",11.367,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.828,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.323,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.153,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.287,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.104,
"GBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.022,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",11.959,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",10.942,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",9.231,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",9.272,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",8.882,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",8.655,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",8.445,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",8.178,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",7.391,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",7.758,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",7.788,
"USA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",7.676,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.126,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",12.96,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",11.957,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",12.217,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",11.498,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",11.337,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.877,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.842,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",10.082,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.369,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.365,
"G7M","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.271,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",52.234,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",46.604,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",52.496,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",57.1,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",55.466,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",59.623,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",62.722,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",61.412,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",57.966,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",54.031,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",53.432,
"AFG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",52.998,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",24.176,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.985,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.557,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.314,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.456,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.939,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.817,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.425,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.691,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.869,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.66,
"ALB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.46,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",35.611,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",34.118,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.14,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",31.689,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",32.7,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",30.513,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",32.01,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",33.601,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.901,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.665,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",32.761,
"DZA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",32.916,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",28.148,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",28.515,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",28.961,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",29.054,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",29.279,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.513,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.475,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",29.276,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",29.265,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",28.052,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",28.317,
"AGO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",28.022,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.471,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",13.612,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",14.054,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",14.527,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.685,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.069,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.115,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.937,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.452,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",13.952,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",13.973,
"ARG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",13.847,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",31.619,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",32.419,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",36.201,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",40.795,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",41.393,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",39.195,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",38.755,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",38.118,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",34.872,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.557,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",34.639,
"ARM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",34.241,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",25.158,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.783,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.842,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",27.727,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",29.593,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.048,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.289,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.816,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.058,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.803,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",25.884,
"AZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",26.269,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",62.38,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",65.851,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",63.267,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",64.829,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",67.43,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",63.572,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",58.959,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",65.714,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",61.124,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",61.12,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",59.88,
"BHR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",58.662,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",53.802,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",55.149,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",56.488,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",60.639,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",69.004,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",66.479,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",73.372,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",69.081,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",67.908,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",62.824,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",63.39,
"BGD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",63.545,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.062,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.15,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.464,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.86,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.164,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.061,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",20.489,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.733,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.906,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.59,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",16.666,
"BLR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",16.572,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",47.29,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.224,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",41.207,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",41.556,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",43.131,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",38.98,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",39.025,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",48.557,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",46.11,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.611,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",45.719,
"BEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",46.237,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.997,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",40.163,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.66,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",37.995,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",44.212,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",42.638,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",48.562,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",44.497,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",43.646,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",40.249,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",40.473,
"BTN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",40.374,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.718,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",28,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",31.867,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.845,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.677,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",26.97,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.543,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",29.543,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",28.391,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",27.937,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",27.717,
"BOL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",27.488,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.23,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",37.022,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",35.465,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",39.361,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",35.516,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",33.936,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",32.558,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",33.857,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",29.593,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",30.775,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",30.781,
"BIH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",30.287,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",24.315,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",24.74,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.597,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",27.003,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",27.059,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",26.103,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",25.672,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.6,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.651,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.393,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",25.475,
"BWA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",25.329,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.573,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",14.581,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",14.057,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",14.673,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.768,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",13.138,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",12.988,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",11.688,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.42,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",11.669,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",11.634,
"BRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",11.666,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",6.457,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",6.716,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",6.403,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.356,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.625,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.64,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",7.772,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",7.952,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",7.68,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",7.38,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",7.72,
"BRN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",7.72,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",26.722,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",24.48,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",23.417,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",26.332,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.273,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",21.803,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",22.244,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.864,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.951,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.223,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",20.213,
"BGR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",19.927,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",54.914,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",54.951,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",53.993,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",51.248,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",54.194,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",47.353,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",48.429,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",60.279,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",56.265,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",53.549,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",53.665,
"BFA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",53.685,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",36.186,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",33.671,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",33.231,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",35.354,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",37.159,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.116,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",34.964,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",35.837,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",35.549,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.893,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",33.811,
"BDI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",33.324,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.493,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",29.45,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",29.002,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.821,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.025,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",28.137,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.314,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.118,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.889,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.085,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.339,
"KHM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.136,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",69.061,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",62.542,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",60.636,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",60.062,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",62.559,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",57.965,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",57.778,
